2.000000000000000000e+00 1.306547688813792352e+00
2.000000000000000000e+00 1.012005430269886874e+00
2.000000000000000000e+00 1.023103104121753981e+00
2.000000000000000000e+00 1.008661356348741878e+00
2.000000000000000000e+00 1.000467920025248425e+00
4.000000000000000000e+00 1.671570706117628147e+00
4.000000000000000000e+00 1.180298785641457959e+00
4.000000000000000000e+00 1.514556404156808478e+00
4.000000000000000000e+00 2.042670344223942003e+00
4.000000000000000000e+00 1.113411475839699349e+00
4.000000000000000000e+00 1.085165871571655671e+00
4.000000000000000000e+00 1.092250225432380040e+00
4.000000000000000000e+00 1.197763765050480211e+00
4.000000000000000000e+00 1.075942004261007945e+00
4.000000000000000000e+00 1.608586727935636285e+00
4.000000000000000000e+00 1.074341641844608786e+00
4.000000000000000000e+00 1.048023388357097962e+00
4.000000000000000000e+00 1.048198020326440938e+00
4.000000000000000000e+00 1.665039048007649125e+00
4.000000000000000000e+00 1.051127502045426931e+00
6.000000000000000000e+00 1.710858986203866117e+00
6.000000000000000000e+00 1.806476649202978679e+00
6.000000000000000000e+00 1.153258189886432472e+00
6.000000000000000000e+00 1.418135388294140764e+00
6.000000000000000000e+00 1.356767871849128060e+00
6.000000000000000000e+00 1.675423308173843884e+00
6.000000000000000000e+00 1.953861832141816413e+00
6.000000000000000000e+00 1.378195209077123451e+00
6.000000000000000000e+00 1.381032774976519439e+00
6.000000000000000000e+00 2.368158136417316317e+00
6.000000000000000000e+00 1.924659379161658634e+00
6.000000000000000000e+00 1.063853029596881106e+00
6.000000000000000000e+00 1.412358451232575307e+00
6.000000000000000000e+00 1.070552827658956652e+00
6.000000000000000000e+00 3.301154017849867284e+00
6.000000000000000000e+00 1.449039345715984251e+00
6.000000000000000000e+00 1.427446532943442703e+00
6.000000000000000000e+00 1.108003540588315516e+00
6.000000000000000000e+00 1.255793002250431556e+00
6.000000000000000000e+00 1.063900490362852391e+00
8.000000000000000000e+00 1.659300698703510601e+00
8.000000000000000000e+00 1.723641941292384239e+00
8.000000000000000000e+00 2.046792927247565785e+00
8.000000000000000000e+00 1.228835413605076310e+00
8.000000000000000000e+00 2.076950940441059767e+00
8.000000000000000000e+00 1.120960266150340390e+00
8.000000000000000000e+00 1.386389327530398674e+00
8.000000000000000000e+00 1.571250435652223443e+00
8.000000000000000000e+00 1.985121312310191843e+00
8.000000000000000000e+00 1.039606960080813325e+00
8.000000000000000000e+00 1.995870581904266139e+00
8.000000000000000000e+00 1.446245209374010132e+00
8.000000000000000000e+00 1.210776358516379547e+00
8.000000000000000000e+00 1.734577377026384815e+00
8.000000000000000000e+00 1.109381731440916896e+00
1.000000000000000000e+01 2.299508718581571021e+00
1.000000000000000000e+01 1.301820368281771945e+00
1.000000000000000000e+01 1.565767225983004218e+00
1.000000000000000000e+01 1.442982577631388930e+00
1.000000000000000000e+01 2.621053679047413709e+00
1.200000000000000000e+01 2.085040807925912620e+00
1.200000000000000000e+01 3.248178106540700050e+00
1.200000000000000000e+01 1.135905604344148889e+00
1.200000000000000000e+01 1.852176481347514336e+00
1.200000000000000000e+01 3.491891748122880390e+00
1.200000000000000000e+01 2.377673932460912631e+00
1.200000000000000000e+01 2.310654898171581095e+00
1.200000000000000000e+01 3.199668313204113268e+00
1.200000000000000000e+01 3.155005788127819066e+00
1.200000000000000000e+01 2.359010655217441688e+00
1.200000000000000000e+01 3.275650181220542301e+00
1.200000000000000000e+01 2.043943466622058835e+00
1.200000000000000000e+01 2.028310220018476162e+00
1.200000000000000000e+01 2.238880892781253351e+00
1.200000000000000000e+01 2.226427493894346465e+00
1.200000000000000000e+01 2.364797325699084407e+00
1.200000000000000000e+01 1.856969055704857041e+00
1.200000000000000000e+01 1.865527810242630702e+00
1.200000000000000000e+01 1.898848947537625564e+00
1.200000000000000000e+01 1.942206738467614491e+00
